Academic Term,Course Campus,Course Identification,Subject,Subject Description,Course Number,Status,Status Description,Schedule Type,College,College Description,Dept,Department Description,Minimum Credit,Maximum Credit,Title Short Description,Title Long Description,Course Description,Default Grade Mode Description
Fall 2023,Beaufort,EDMEB476,EDME,EDME - Mathematics Education,B476,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Senior Seminar Secondary Math,Senior Seminar in Secondary Mathematics Education,"(Co-requisite: EDME B469) The synthesis and critical evaluation of professional studies in secondary mathematics education.
",Standard Letter
Fall 2023,Beaufort,EDPHB231,EDPH,EDPH - Physical Education,B231,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Personal & Comm Health,Personal and Community Health,"(Prerequisite or Co-requisite: EDCI B100) A study of the principles and practices of personal and community health and their application to the health
education of the young child.
",Standard Letter
Fall 2023,Beaufort,EDPYB333,EDPY,EDPY - Educational Psychology,B333,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Intro Child Growth and Develop,Introduction to Child Growth and Development,"Basic course designed to familiarize the prospective teacher with the patterns of social, emotional, physical and intellectual growth of the individual.
Development of these growth patterns from the prenatal stage to the onset of adolescence.",Standard Letter
Fall 2023,Beaufort,EDPYB335,EDPY,EDPY - Educational Psychology,B335,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Intro Educational Psychology,Introduction to Educational Psychology,"(Prerequisite or Co-requisite: EDCI B100) This course will introduce pre-service teachers and education majors to psychological principles, theory and data upon which effective classroom practices are based, including general methods and techniques. A variety of teaching methods for classroom management will be considered with the focus on the teacher as a decision maker in planning, evaluation and control. Emphasis will be placed on student motivation, learning problems, individual differences and measurement.",Standard Letter
Fall 2023,Beaufort,EDPYB635,EDPY,EDPY - Educational Psychology,B635,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Advanced Educational Psych,Advanced Educational Psychology,"(Prerequisite: Permission of Department) This course will introduce and illustrate the proper use of learning theories in providing insights into defining
and solving problems that may be encountered in educational settings. The emphasis will be on the use of these theories to solve realistic and relevant problems drawn from the classroom teacher’s own personal experience or from cases in the readings.
",Standard Letter
Fall 2023,Beaufort,EDRDB318,EDRD,EDRD - Reading,B318,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Foundations of Reading,Foundations of Reading,"(Prerequisite: EDCI B100, or EDCI B243, or special permission of the Department Chair) This course focuses on the foundations of reading, including
language development, phonemic awareness, phonics, vocabulary, fluency, and comprehension. Offered in Fall.",Standard Letter
Fall 2023,Beaufort,EDRDB319,EDRD,EDRD - Reading,B319,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Foundations of Reading Sec Tea,Foundations of Reading for Secondary Teachers,"(Prerequisite: EDCI B100; admissions to a secondary teaching program, or special permission of the Department Chair of Education) This course provides the basics of teaching reading and writing in secondary content classes. Candidates will be prepared to support students in grades 9-12 who are struggling to read, write, and comprehend information through assessment and differentiation.",Standard Letter
Fall 2023,Beaufort,EDRDB425,EDRD,EDRD - Reading,B425,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Assessment Lit for ECE Teacher,Assessment of Literacy for Early Childhood and Elementary Teachers,"(Prerequisite: Admission to the Professional Program in Education or consent of the Department Chair, and EDCI B100, EDCI B243, and EDRD B318; Corequisite: EDRD B430 or B433, and EDRD B450P) This course instructs teacher candidates to administer and analyze a variety of formal and informal assessments for screening and diagnosis of reading problems at the early childhood and elementary level. The course utilizes both standardized and portfolio assessments. Offered in Spring.",Standard Letter
Fall 2023,Beaufort,EDRDB428,EDRD,EDRD - Reading,B428,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Literacy Content for Teachers,Content Area Literacy for Early Childhood and Elementary Teachers,"(Prerequisite: Admission to the Professional Program or special permission of the Department Chair and EDCI B100, EDCI B243, and EDRD B318) This course is designed to instruct teacher candidates, grades pre-K through 6, in developing methods and materials that will improve their students’ literacy skills in content area reading and writing. Offered in Fall.
",Standard Letter
Fall 2023,Beaufort,EDRDB429,EDRD,EDRD - Reading,B429,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Content Literacy for Sec Teach,Content Literacy for Secondary Teachers,"(Prerequisite: EDCI B100; admissions to a secondary teaching program, or special permission of the Department Chair of Education) This course provides 7-12 teachers with the strategies for teaching literacy within the framework of content area classes. The course teaches a sound theoretical knowledge of academic vocabulary, nonfiction texts structures and strategies for analyzing texts to improve the knowledge base.",Standard Letter
Fall 2023,Beaufort,EDRDB430,EDRD,EDRD - Reading,B430,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Instruction Strategies in Lit,Instructional Strategies in Literacy for Early Childhood Teachers,"(Prerequisite: EDCI B100, EDCI B243, EDRD B318; Admission to the Professional Program or special permission of the Department Chair. Corequisite: EDRD B425 & EDRD B450P) This course focuses on research-based instructional strategies for literacy in early childhood classrooms. Course content includes cooperative learning, critical literacy, Reader's and Writer's Workshop. Specific instruction in the five elements of teaching reading: phonics, phonemic awareness, fluency, vocabulary and comprehension and the 6+1 traits of writing.",Standard Letter
Fall 2023,Beaufort,EDRDB433,EDRD,EDRD - Reading,B433,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Instructional Strategies ELEM,Instructional Strategies for Elementary Teachers,"(Prerequisite: Admission to the Professional Program in Education) This course focuses on research-based instructional strategies for literacy in
elementary classrooms. Course content includes cooperative learning, critical literacy, Reader's and Writer's Workshop. Specific instruction in the five
elements of teaching reading: phonics, phonemic awareness, fluency, vocabulary and comprehension. Reading comprehension and writing processes across the content areas are also included.",Standard Letter
Fall 2023,Beaufort,EDRDB450P,EDRD,EDRD - Reading,B450P,A,Active,Practicum,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Lit/Social St Practicum I,Literacy/Social Studies Practicum,"(Prerequisite: Admission to the Professional Program in Education and the Internship; Co-requisite: EDRD B420 and EDRD B430 or B433). Supervised clinical experience in an early childhood or elementary setting. Teacher candidates will demonstrate proficiency in planning, assessing and teaching various methods of reading and providing individualized differentiated instruction for struggling/ELL students.",Pass/Fail
Fall 2023,Beaufort,EDRDB619,EDRD,EDRD - Reading,B619,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Foundations of Reading,Foundations of Reading,"(Prerequisite: Permission of Department) This course provides candidates with comprehensive knowledge of the social, cultural, and linguistic factors
that influence reading development. Emphasis is placed on practical application of theory, oral language development, phonemic awareness and
phonics.",Standard Letter
Fall 2023,Beaufort,EDRDB623,EDRD,EDRD - Reading,B623,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Differentiation in Read Instr,Differentiation in Reading Instruction,"This course requires that students conduct in-depth study of effective literacy methods, materials, and formative assessment for K-12 classrooms. Emphasis is on serving the instructional needs of diverse students, including the gifted and talented, culturally and linguistically diverse learners, and children and young people with disabilities.
",Standard Letter
Fall 2023,Beaufort,EDRDB624,EDRD,EDRD - Reading,B624,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Assessment & Instructional,Assessment & Instructional Strategies for Reading for ELLs,"(Prerequisite: Department Permission) This course focuses on determining reading and language needs of English learners through the use of screening and diagnostic assessments and using that information to inform teaching of English learners within the classroom setting. Candidates learn to administer quick assessments and design instruction and how instruction varies and students acquire language. Candidates choose one student's data to present in a case study format. 
",Standard Letter
Fall 2023,Beaufort,EDRDB625,EDRD,EDRD - Reading,B625,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Assessment Strategies for Read,"Assessment Strategies for Reading
Assessment Strategies for Reading","Teachers will examine various types of assessments that will determine students’ strengths and areas for further instruction. Teachers will analyze existing data from multiple levels: individual students, groups of students (class level), grade levels, school, district, state, and national level data. They will explain assessment results and demonstrate the ability to advocate for appropriate literacy practices to relevant stakeholders. Teachers will also be able to locate and administer non-biased assessments to culturally and linguistically diverse student. This course aligns with Read to Succeed Legislation requirements for in-service teachers.
",Standard Letter
Fall 2023,Beaufort,EDRDB626,EDRD,EDRD - Reading,B626,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Writing Across the Curriculum,Writing Across the Curriculum,"This course is designed to instruct graduate candidates, grades k-12 in developing methods and materials that will improve their students’ literacy skills in the content areas of math, social studies, science, and health. Emphasis is on the application of strategies that will support students in reading, writing, and working with media in the context of content area instruction.
",Standard Letter
Fall 2023,Beaufort,EDRDB629,EDRD,EDRD - Reading,B629,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EDU,USC-B Education,3,,Content Area Reading & Writing,Content Area Reading and Writing,"After gaining a sound theoretical knowledge of the reading and writing processes in nonfiction text, teachers will apply what they have learned to their own disciplines, creating strategies that will support students in reading and writing within the context of content area instruction.
",Standard Letter
